train_mse_loss,train_dist_loss,train_torsion_loss,train_physics_loss,train_loss,valid_rec_loss,valid_dist_loss,valid_torsion_loss,valid_phys_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
2184.4443992332176,1063.7886076750578,1.667096518881527,0.0,3713.5554717640816,2181.671343315972,1045.8668863932292,1.2439926862716675,0.0,11.207776853773328,0,26.2957706451416,1.7075269222259521,0.08487677574157715,28.08817434310913
2176.316700424383,1005.4864902826004,1.1420766934936428,0.0,3699.7383801118826,2169.6317762586805,951.6235107421875,0.9319498843616909,0.0,11.097269460890029,1,25.38327169418335,1.7023179531097412,0.0789177417755127,27.164507389068604
2154.9073537567515,819.9133407781153,0.9362890889615189,0.0,3663.3424913194444,2131.335492621528,619.9238905164931,0.8492034912109375,0.0,10.846568616231282,2,25.4699969291687,1.702436923980713,0.07799196243286133,27.250425815582275
2063.9960373866707,463.3018355758102,0.8945425202817092,0.0,3508.793256896219,1950.3042453342014,361.85928683810766,0.831585070821974,0.0,10.484390597873263,3,25.489531755447388,1.7058241367340088,0.07932758331298828,27.274683475494385
1720.1137384862075,349.4693021044319,0.965342480459331,0.0,2924.1933690200617,1347.0040337456596,354.74090779622395,0.9703867687119379,0.0,10.135273996988932,4,25.603567600250244,1.71004319190979,0.07799744606018066,27.391608238220215
816.7060522008825,369.65773933316456,1.3825685212641587,0.0,1388.400287694107,321.89833780924477,416.685592312283,1.4140501870049371,0.0,8.859648831685384,5,25.60397696495056,1.7081656455993652,0.08218646049499512,27.394329071044922
246.0701220477069,375.1806055139612,1.52472320780342,0.0,418.3192066333912,195.4233418782552,389.0016818576389,1.179457351896498,0.0,8.289772224426269,6,25.541548252105713,1.708355188369751,0.08079004287719727,27.33069348335266
196.86897262761622,341.23232715747974,1.387183204697974,0.0,334.67725204656153,177.47650282118056,350.0979031032986,1.1529751777648927,0.0,8.1363341861301,7,25.61323356628418,1.7084472179412842,0.08287382125854492,27.40455460548401
180.80852917329764,306.6057046019001,1.390751043661141,0.0,307.3745009434076,161.56414591471355,296.53458523220485,1.175219350390964,0.0,7.963174661000569,8,25.58335280418396,1.7085137367248535,0.07710433006286621,27.36897087097168
164.36426026144144,255.37250110013986,1.438800401452147,0.0,279.4192426516686,143.86736484103733,221.77637193467882,1.2581917471355861,0.0,7.715538077884251,9,25.62903356552124,1.7065067291259766,0.08233642578125,27.417876720428467
147.4488895745925,206.0546743510682,1.5840223006260248,336584920.2567901,265.4080008801119,128.11736907958985,177.70450608995225,1.4397385332319472,167731539.2,9.409596676296658,10,25.80390501022339,1.725186824798584,0.07726931571960449,27.606361150741577
136.1350582546658,178.8209324589482,1.7464349955688288,248312520.84938273,245.04310566466532,119.08370123969183,154.4007120768229,1.6417012108696831,115784055.82222222,9.255325508117675,11,25.78599238395691,1.7244069576263428,0.07786059379577637,27.58825993537903
128.29799900761358,162.42280510796442,1.8570896181059473,212155818.98271605,230.93639688374083,112.0730228000217,135.09539964463977,1.7790758715735542,95749622.75555556,9.124893018934461,12,25.798349857330322,1.7247512340545654,0.07947182655334473,27.602572917938232
121.84082649136766,149.61463084279754,1.9348726210770784,192884886.91358024,219.31348805368683,105.86264139811198,124.3484636094835,1.909121200773451,81366214.75555556,9.024256621466742,13,25.740679502487183,1.7237536907196045,0.07702159881591797,27.541454792022705
115.63105794647593,141.3608341546706,2.0023303973821944,177706038.28148147,208.13590396834007,99.61063978407118,116.55245530870226,2.0480537520514592,70711902.4,8.93100814819336,14,25.759337902069092,1.72609281539917,0.07837152481079102,27.563802242279053
109.62794841248312,134.75106476206838,2.061962260729001,164529111.22962964,197.33030851387684,93.91841990152994,110.45577985975477,2.14011410607232,62178087.822222225,8.841233995225695,15,25.730035543441772,1.7278335094451904,0.07726263999938965,27.535131692886353
103.64985547477816,128.45167537736305,2.114271135683413,152667738.07407406,186.56973993748795,87.80634460449218,104.0182607014974,2.2283087942335342,52407708.97777778,8.734840859307184,16,25.8084819316864,1.7254488468170166,0.07662034034729004,27.610551118850708
98.0858231721101,122.39415320879148,2.1586284048763322,140100504.61234567,176.55448163821373,82.82806209988064,98.49234161376953,2.283805470996433,41871441.86666667,8.631341404385036,17,25.764861822128296,1.7249176502227783,0.07775139808654785,27.567530870437622
93.47596978081597,117.57334323459202,2.1651124901241725,127344816.25679012,168.2567452136381,78.87406209309896,94.12481011284723,2.287935256958008,32309429.244444445,8.534333737691243,18,25.80736207962036,1.7257423400878906,0.07753634452819824,27.61064076423645
89.73126866846908,113.5426798125844,2.145976506339179,115839874.84444444,161.51628308708285,75.55676354302301,90.34799635145399,2.2707372771369085,24097573.866666667,8.439773559570312,19,25.80644178390503,1.7262516021728516,0.07872462272644043,27.61141800880432
86.81670277913412,110.39080716356818,2.118273311191135,106103519.32839507,156.2700653076172,73.16913350423177,87.24202541775173,2.2402694490220814,18312076.266666666,8.360470411512587,20,25.78400945663452,1.731299638748169,0.07672667503356934,27.59203577041626
84.35358342300226,107.44791819254557,2.0886004318425684,98550774.12345679,151.83645064742475,71.13414289686415,84.04842529296874,2.2133379830254447,14460874.888888888,8.287261539035374,21,25.774735689163208,1.7248451709747314,0.07878422737121582,27.578365087509155
82.20700401023582,104.4399777824496,2.0688714616092634,92551290.82469136,147.97260651765046,69.12557661268445,80.92820570203993,2.1882504728105334,11967254.044444444,8.218873172336155,22,25.775453567504883,1.7249939441680908,0.07667088508605957,27.577118396759033
